System time;Event;X Gaze Data; Y Gaze Data 
1587052512123;Gaze;7611;1107
1587052512134;Gaze;7611;1106
1587052512145;Gaze;7609;1103
1587052512156;Gaze;7605;1107
1587052512168;Gaze;7599;1111
1587052512178;Gaze;7599;1112
1587052512190;Gaze;7599;1110
1587052512202;Gaze;7602;1098
1587052512211;Gaze;7602;1096
1587052512223;Gaze;7602;1097
1587052512234;Gaze;7602;1101
1587052512244;Gaze;7592;1116
1587052512256;Gaze;7589;1129
1587052512267;Gaze;7588;1138
1587052512278;Gaze;7604;1142
1587052512290;Gaze;7605;1139
1587052512301;Gaze;7606;1144
1587052512311;Gaze;7606;1143
1587052512322;Gaze;7596;1133
1587052512334;Gaze;7590;1135
1587052512344;Gaze;7594;1130
1587052512356;Gaze;7593;1131
1587052512367;Gaze;7593;1132
1587052512378;Gaze;7588;1127
1587052512389;Gaze;7586;1124
1587052512401;Gaze;7585;1123
1587052512411;Gaze;7582;1131
1587052512423;Gaze;7581;1132
1587052512434;Gaze;7579;1139
1587052512445;Gaze;7602;1156
1587052512455;Gaze;7607;1161
1587052512467;Gaze;7603;1155
1587052512477;Gaze;7604;1157
1587052512489;Gaze;7605;1155
1587052512500;Gaze;7603;1147
1587052512511;Gaze;7599;1128
1587052512523;Gaze;7597;1118
1587052512533;Gaze;7595;1110
1587052512544;Gaze;7594;1111
1587052512556;Gaze;7593;1109
1587052512567;Gaze;7591;1100
1587052512578;Gaze;7591;1099
1587052512589;Gaze;7590;1109
1587052512601;Gaze;7590;1116
1587052512612;Gaze;7590;1113
1587052512623;Gaze;7589;1113
1587052512634;Gaze;7582;1120
1587052512645;Gaze;7584;1120
1587052512655;Gaze;7583;1119
1587052512667;Gaze;7582;1124
1587052512677;Gaze;7590;1124
1587052512689;Gaze;7588;1123
1587052512700;Gaze;7584;1122
1587052512711;Gaze;7583;1123
1587052512722;Gaze;7581;1125
1587052512733;Gaze;7573;1127
1587052512734;Gaze;7573;1127
1587052512744;Gaze;7572;1128
1587052512755;Gaze;7573;1127
1587052512768;Gaze;7583;1132
1587052512778;Gaze;7582;1132
1587052512789;Gaze;7580;1138
1587052512800;Gaze;7580;1139
1587052512811;Gaze;7579;1140
1587052512822;Gaze;7579;1137
1587052512833;Gaze;7574;1126
1587052512844;Gaze;7574;1126
1587052512856;Gaze;7568;1128
1587052512866;Gaze;7557;1129
1587052512877;Gaze;7559;1128
1587052512889;Gaze;7558;1130
1587052512900;Gaze;7557;1135
1587052512911;Gaze;7557;1135
1587052512922;Gaze;7560;1131
1587052512934;Gaze;7559;1128
1587052512944;Gaze;7559;1128
1587052512955;Gaze;7560;1132
1587052512967;Gaze;7558;1145
1587052512977;Gaze;7558;1145
1587052512989;Gaze;7556;1145
1587052513000;Gaze;7556;1145
1587052513014;Gaze;7559;1149
1587052513022;Gaze;7561;1154
1587052513034;Gaze;7561;1158
1587052513044;Gaze;7561;1158
1587052513056;Gaze;7560;1162
1587052513067;Gaze;7558;1169
1587052513078;Gaze;7556;1155
1587052513088;Gaze;7556;1154
1587052513100;Gaze;7556;1152
1587052513111;Gaze;7555;1150
1587052513122;Gaze;7560;1134
1587052513133;Gaze;7559;1137
1587052513143;Gaze;7560;1138
1587052513155;Gaze;7561;1142
1587052513167;Gaze;7562;1138
1587052513177;Gaze;7549;1152
1587052513188;Gaze;7541;1161
1587052513200;Gaze;7540;1160
1587052513210;Gaze;7548;1140
1587052513222;Gaze;7545;1144
1587052513233;Gaze;7547;1137
1587052513244;Gaze;7543;1132
1587052513256;Gaze;7538;1130
1587052513267;Gaze;7538;1130
1587052513278;Gaze;7535;1107
1587052513289;Gaze;7535;1107
1587052513300;Gaze;7535;1108
1587052513311;Gaze;7536;1103
1587052513322;Gaze;7535;1113
1587052513333;Gaze;7533;1118
1587052513344;Gaze;7534;1118
1587052513355;Gaze;7537;1117
1587052513366;Gaze;7539;1119
1587052513377;Gaze;7539;1121
1587052513389;Gaze;7538;1124
1587052513400;Gaze;7537;1126
1587052513410;Gaze;7533;1126
1587052513422;Gaze;7527;1129
1587052513433;Gaze;7513;1124
1587052513444;Gaze;7509;1123
1587052513455;Gaze;7510;1127
1587052513466;Gaze;7517;1135
1587052513477;Gaze;7518;1136
1587052513489;Gaze;7520;1136
1587052513500;Gaze;7519;1134
1587052513510;Gaze;7516;1132
1587052513522;Gaze;7507;1130
1587052513534;Gaze;7499;1126
1587052513544;Gaze;7505;1128
1587052513555;Gaze;7502;1126
1587052513567;Gaze;7498;1123
1587052513577;Gaze;7497;1122
1587052513589;Gaze;7496;1121
1587052513599;Gaze;7488;1119
1587052513610;Gaze;7485;1121
1587052513622;Gaze;7484;1122
1587052513633;Gaze;7486;1123
1587052513643;Gaze;7488;1128
1587052513655;Gaze;7489;1129
1587052513666;Gaze;7494;1128
1587052513676;Gaze;7496;1127
1587052513688;Gaze;7497;1127
1587052513699;Gaze;7496;1127
1587052513710;Gaze;7496;1128
1587052513721;Gaze;7496;1129
1587052513733;Gaze;7496;1131
1587052513743;Gaze;7495;1132
1587052513755;Gaze;7498;1135
1587052513766;Gaze;7499;1137
1587052513777;Gaze;7501;1142
1587052513788;Gaze;7500;1145
1587052513800;Gaze;7500;1146
1587052513810;Gaze;7494;1141
1587052513821;Gaze;7490;1139
1587052513822;Gaze;7493;1140
1587052513833;Gaze;7483;1136
1587052513843;Gaze;7484;1155
1587052513854;Gaze;7481;1194
1587052513866;Gaze;7475;1295
1587052513867;Gaze;7472;1318
1587052513877;Gaze;7471;1377
1587052513888;Gaze;7461;1526
1587052513899;Gaze;7454;1613
1587052513910;Gaze;7442;1699
1587052513921;Gaze;7432;1773
1587052513933;Gaze;7416;1921
1587052513943;Gaze;7413;1941
1587052513954;Gaze;7415;1943
1587052513966;Gaze;7423;1958
1587052513976;Gaze;7417;1947
1587052513988;Gaze;7411;1942
1587052513988;Gaze;7411;1941
1587052513999;Gaze;7408;1945
1587052514010;Gaze;7414;1955
1587052514022;Gaze;7414;1954
1587052514033;Gaze;7417;1954
1587052514043;Gaze;7418;1954
1587052514055;Gaze;7417;1949
1587052514066;Gaze;7415;1946
1587052514077;Gaze;7417;1947
1587052514088;Gaze;7421;1945
1587052514099;Gaze;7421;1945
1587052514110;Gaze;7424;1924
1587052514121;Gaze;7426;1870
1587052514133;Gaze;7423;1774
1587052514143;Gaze;7418;1563
1587052514154;Gaze;7415;1452
1587052514166;Gaze;7412;1378
1587052514176;Gaze;7411;1336
1587052514177;Gaze;7409;1299
1587052514188;Gaze;7409;1285
1587052514201;Gaze;7403;1108
1587052514210;Gaze;7404;1104
1587052514221;Gaze;7404;1102
1587052514233;Gaze;7407;1103
1587052514233;Gaze;7407;1104
1587052514243;Gaze;7406;1111
1587052514255;Gaze;7405;1112
1587052514256;Gaze;7405;1113
1587052514266;Gaze;7405;1112
1587052514276;Gaze;7403;1113
1587052514287;Gaze;7400;1118
1587052514299;Gaze;7397;1121
1587052514309;Gaze;7398;1119
1587052514321;Gaze;7393;1120
1587052514332;Gaze;7384;1107
1587052514343;Gaze;7385;1106
1587052514354;Gaze;7384;1107
1587052514366;Gaze;7383;1107
1587052514376;Gaze;7383;1109
1587052514388;Gaze;7382;1113
1587052514399;Gaze;7382;1116
1587052514410;Gaze;7382;1116
1587052514421;Gaze;7373;1120
1587052514432;Gaze;7369;1123
1587052514443;Gaze;7361;1123
1587052514455;Gaze;7360;1123
1587052514466;Gaze;7359;1122
1587052514476;Gaze;7358;1121
1587052514488;Gaze;7357;1120
1587052514499;Gaze;7353;1114
1587052514509;Gaze;7335;1112
1587052514521;Gaze;7306;1111
1587052514532;Gaze;7275;1111
1587052514543;Gaze;7209;1111
1587052514554;Gaze;7051;1113
1587052514566;Gaze;6992;1113
1587052514577;Gaze;6904;1110
1587052514588;Gaze;6777;1104
1587052514600;Gaze;6724;1101
1587052514610;Gaze;6707;1100
1587052514621;Gaze;6707;1098
1587052514633;Gaze;6700;1096
1587052514643;Gaze;6701;1102
1587052514654;Gaze;6700;1104
1587052514665;Gaze;6701;1101
1587052514676;Gaze;6702;1099
1587052514687;Gaze;6700;1093
1587052514699;Gaze;6699;1089
1587052514710;Gaze;6702;1093
1587052514721;Gaze;6704;1088
1587052514733;Gaze;6703;1082
1587052514743;Gaze;6729;1093
1587052514754;Gaze;6756;1090
1587052514766;Gaze;7108;1063
1587052514776;Gaze;7208;1061
1587052514788;Gaze;7243;1061
1587052514799;Gaze;7292;1068
1587052514810;Gaze;7313;1069
1587052514821;Gaze;7366;1074
1587052514832;Gaze;7370;1080
1587052514843;Gaze;7374;1083
1587052514854;Gaze;7374;1089
1587052514865;Gaze;7371;1091
1587052514875;Gaze;7371;1091
1587052514886;Gaze;7364;1097
1587052514898;Gaze;7364;1097
1587052514908;Gaze;7357;1103
1587052514919;Gaze;7362;1096
1587052514920;Gaze;7363;1094
1587052514931;Gaze;7357;1101
1587052514942;Gaze;7353;1099
1587052514953;Gaze;7352;1091
1587052514965;Gaze;7350;1091
1587052514975;Gaze;7350;1092
1587052514987;Gaze;7346;1100
1587052514999;Gaze;7322;1124
1587052515009;Gaze;7322;1124
1587052515020;Gaze;7318;1119
1587052515031;Gaze;7315;1107
1587052515043;Gaze;7316;1089
1587052515055;Gaze;7313;1098
1587052515065;Gaze;7316;1096
1587052515075;Gaze;7315;1090
1587052515086;Gaze;7314;1088
1587052515098;Gaze;7314;1073
1587052515109;Gaze;7314;1069
1587052515120;Gaze;7300;1074
1587052515132;Gaze;7302;1075
1587052515142;Gaze;7307;1075
1587052515153;Gaze;7299;1078
1587052515164;Gaze;7282;1080
1587052515175;Gaze;7286;1086
1587052515186;Gaze;7289;1098
1587052515198;Gaze;7285;1109
1587052515209;Gaze;7255;1092
1587052515219;Gaze;7252;1090
1587052515231;Gaze;7249;1091
1587052515242;Gaze;7250;1092
1587052515253;Gaze;7248;1093
1587052515265;Gaze;7267;1126
1587052515275;Gaze;7253;1121
1587052515286;Gaze;7231;1116
1587052515300;Gaze;7207;1115
1587052515309;Gaze;7198;1116
1587052515321;Gaze;7201;1118
1587052515331;Gaze;7203;1121
1587052515341;Gaze;7207;1123
1587052515353;Gaze;7218;1131
1587052515365;Gaze;7222;1132
1587052515375;Gaze;7258;1114
1587052515387;Gaze;7283;1109
1587052515399;Gaze;7293;1111
1587052515408;Gaze;7297;1111
1587052515419;Gaze;7302;1114
1587052515431;Gaze;7306;1123
1587052515441;Gaze;7307;1112
1587052515452;Gaze;7307;1111
1587052515464;Gaze;7307;1109
1587052515474;Gaze;7285;1097
1587052515484;Gaze;7284;1097
1587052515495;Gaze;7275;1092
1587052516311;Gaze;6487;1065
1587052516322;Gaze;6456;1055
1587052516335;Gaze;6439;1046
1587052516345;Gaze;6426;1049
1587052516357;Gaze;6428;1048
1587052516368;Gaze;6428;1051
1587052516379;Gaze;6429;1052
1587052516389;Gaze;6430;1053
1587052516401;Gaze;6431;1054
1587052516411;Gaze;6447;1043
1587052516423;Gaze;6460;1029
1587052516434;Gaze;6462;1025
1587052516444;Gaze;6457;1032
1587052516456;Gaze;6404;1028
1587052516467;Gaze;6395;1026
1587052516478;Gaze;6408;1029
1587052516490;Gaze;6417;1036
1587052516501;Gaze;6435;1057
1587052516512;Gaze;6445;1071
1587052516523;Gaze;6455;1073
1587052516535;Gaze;6496;1058
1587052516546;Gaze;6494;1060
1587052516556;Gaze;6468;1045
1587052516568;Gaze;6466;1040
1587052516578;Gaze;6466;1040
1587052516590;Gaze;6462;1037
1587052516601;Gaze;6469;1045
1587052516611;Gaze;6487;1064
1587052516623;Gaze;6501;1071
1587052516635;Gaze;6511;1074
1587052516645;Gaze;6513;1076
1587052516657;Gaze;6513;1077
1587052516667;Gaze;6522;1085
1587052516678;Gaze;6524;1087
1587052516689;Gaze;6528;1090
1587052516701;Gaze;6532;1091
1587052516711;Gaze;6534;1088
1587052516723;Gaze;6531;1094
1587052516734;Gaze;6527;1103
1587052516745;Gaze;6521;1111
1587052516756;Gaze;6476;1155
1587052516767;Gaze;6444;1178
1587052516779;Gaze;6390;1227
1587052516790;Gaze;6375;1241
1587052516802;Gaze;6367;1256
1587052516812;Gaze;6366;1251
1587052516823;Gaze;6372;1251
1587052516834;Gaze;6372;1247
1587052516845;Gaze;6373;1247
1587052516856;Gaze;6366;1241
1587052516867;Gaze;6366;1239
1587052516878;Gaze;6361;1234
1587052516890;Gaze;6357;1236
1587052516901;Gaze;6352;1240
1587052516912;Gaze;6350;1242
1587052516923;Gaze;6348;1242
1587052516935;Gaze;6346;1242
1587052516945;Gaze;6353;1241
1587052516956;Gaze;6361;1243
1587052516968;Gaze;6363;1245
1587052516978;Gaze;6364;1245
1587052516990;Gaze;6361;1246
1587052517001;Gaze;6370;1259
1587052517011;Gaze;6375;1271
1587052517021;Gaze;6361;1286
1587052517043;Gaze;6342;1313
1587052517055;Gaze;6308;1330
1587052517066;Gaze;6256;1341
1587052517077;Gaze;6282;1287
1587052517089;Gaze;6341;1230
1587052517100;Gaze;6348;1220
1587052517111;Gaze;6350;1219
1587052517122;Gaze;6466;1064
1587052517134;Gaze;6479;1052
1587052517144;Gaze;6532;1028
1587052517156;Gaze;6531;1027
1587052517167;Gaze;6532;1014
1587052517178;Gaze;6539;981
1587052517189;Gaze;6543;969
1587052517200;Gaze;6550;957
1587052517211;Gaze;6567;945
1587052517222;Gaze;6566;947
1587052517234;Gaze;6570;947
1587052517244;Gaze;6571;950
1587052517256;Gaze;6586;952
1587052517267;Gaze;6607;966
1587052517278;Gaze;6607;965
1587052517289;Gaze;6609;966
1587052517301;Gaze;6610;965
1587052517311;Gaze;6611;965
1587052517323;Gaze;6612;965
1587052517334;Gaze;6618;967
1587052517344;Gaze;6628;970
1587052517356;Gaze;6632;971
1587052517368;Gaze;6637;970
1587052517378;Gaze;6641;967
1587052517389;Gaze;6647;967
1587052517401;Gaze;6650;967
1587052517412;Gaze;6653;993
1587052517423;Gaze;6655;997
1587052517434;Gaze;6657;1000
1587052517445;Gaze;6665;997
1587052517456;Gaze;6679;994
1587052517467;Gaze;6692;986
1587052517478;Gaze;6700;980
1587052517489;Gaze;6702;977
1587052517500;Gaze;6704;976
1587052517511;Gaze;6708;973
1587052517523;Gaze;6717;968
1587052517533;Gaze;6718;968
1587052517544;Gaze;6718;967
1587052517556;Gaze;6717;967
1587052517567;Gaze;6720;967
1587052517578;Gaze;6722;967
1587052517589;Gaze;6736;962
1587052517600;Gaze;6752;959
1587052517611;Gaze;6762;958
1587052517622;Gaze;6771;957
1587052517634;Gaze;6772;958
1587052517644;Gaze;6774;961
1587052517656;Gaze;6773;965
1587052517667;Gaze;6773;965
1587052517678;Gaze;6772;964
1587052517689;Gaze;6771;962
1587052517701;Gaze;6770;961
1587052517711;Gaze;6767;955
1587052517723;Gaze;6785;951
1587052517734;Gaze;6784;950
1587052517744;Gaze;6779;950
1587052517756;Gaze;6776;949
1587052517767;Gaze;6775;949
1587052517778;Gaze;6776;945
1587052517789;Gaze;6778;946
1587052517801;Gaze;6779;947
1587052517810;Gaze;6779;947
1587052517822;Gaze;6782;948
1587052517833;Gaze;6784;948
1587052517845;Gaze;6785;947
1587052517856;Gaze;6793;940
1587052517867;Gaze;6793;941
1587052517877;Gaze;6797;947
1587052517889;Gaze;6798;974
1587052517900;Gaze;6803;982
1587052517911;Gaze;6803;988
1587052517922;Gaze;6806;992
1587052517935;Gaze;6808;994
1587052517945;Gaze;6812;993
1587052517956;Gaze;6821;998
1587052517968;Gaze;6816;1002
1587052517978;Gaze;6831;1005
1587052517989;Gaze;6845;1002
1587052518001;Gaze;6846;1002
1587052518011;Gaze;6843;992
1587052518024;Gaze;6844;990
1587052518034;Gaze;6848;992
1587052518035;Gaze;6849;992
1587052518045;Gaze;6849;992
1587052518056;Gaze;6851;992
1587052518067;Gaze;6852;993
1587052518078;Gaze;6856;992
1587052518090;Gaze;6856;992
1587052518101;Gaze;6859;992
1587052518111;Gaze;6863;994
1587052518122;Gaze;6879;1006
1587052518133;Gaze;6886;1010
1587052518144;Gaze;6887;1007
1587052518155;Gaze;6887;1006
1587052518166;Gaze;6887;1004
1587052518178;Gaze;6887;1005
1587052518188;Gaze;6887;1003
1587052518200;Gaze;6888;997
1587052518211;Gaze;6899;1005
1587052518222;Gaze;6923;1017
1587052518234;Gaze;6920;1014
1587052518244;Gaze;6923;1004
1587052518256;Gaze;6925;999
1587052518267;Gaze;6924;996
1587052518277;Gaze;6918;993
1587052518289;Gaze;6913;993
1587052518300;Gaze;6914;995
1587052518312;Gaze;6921;995
1587052518323;Gaze;6927;993
1587052518334;Gaze;6928;993
1587052518345;Gaze;6928;988
1587052518355;Gaze;6927;987
1587052518366;Gaze;6929;986
1587052518377;Gaze;6933;984
1587052518388;Gaze;6937;982
1587052518400;Gaze;6937;983
1587052518410;Gaze;6941;985
1587052518422;Gaze;6942;987
1587052518433;Gaze;6947;991
1587052518444;Gaze;6946;991
1587052518455;Gaze;6951;995
1587052518467;Gaze;6951;995
1587052518477;Gaze;6951;998
1587052518489;Gaze;6955;1004
1587052518500;Gaze;6975;1027
1587052518510;Gaze;6984;1021
1587052518524;Gaze;6985;1020
1587052518533;Gaze;6984;1012
1587052518545;Gaze;6986;1010
1587052518556;Gaze;6985;1006
1587052518567;Gaze;6983;1002
1587052518567;Gaze;6983;1002
1587052518577;Gaze;6981;999
1587052518589;Gaze;6975;991
1587052518600;Gaze;6976;989
1587052518610;Gaze;6976;990
1587052518621;Gaze;6973;981
1587052518633;Gaze;6973;983
1587052518644;Gaze;6971;980
1587052518655;Gaze;6971;981
1587052518667;Gaze;6971;980
1587052518677;Gaze;6971;979
1587052518688;Gaze;6978;977
1587052518700;Gaze;6985;972
1587052518710;Gaze;6994;965
1587052518722;Gaze;6999;963
1587052518733;Gaze;6995;969
1587052518744;Gaze;6987;975
1587052518755;Gaze;6991;1001
1587052518766;Gaze;7021;1180
1587052518777;Gaze;7021;1179
1587052518788;Gaze;7017;1145
1587052518800;Gaze;7026;1210
1587052518810;Gaze;7020;1249
1587052518822;Gaze;7017;1274
1587052518833;Gaze;7014;1279
1587052518844;Gaze;7012;1280
1587052518855;Gaze;7014;1283
1587052518866;Gaze;7013;1285
1587052518877;Gaze;7013;1282
1587052518888;Gaze;7020;1284
1587052518900;Gaze;7023;1271
1587052518910;Gaze;7026;1274
1587052518921;Gaze;7028;1276
1587052518933;Gaze;7034;1283
1587052518944;Gaze;7037;1285
1587052518945;Gaze;7036;1284
1587052518955;Gaze;7026;1291
1587052518966;Gaze;7025;1288
1587052518976;Gaze;7023;1293
1587052518988;Gaze;7023;1297
1587052518999;Gaze;7023;1297
1587052519010;Gaze;7025;1297
1587052519022;Gaze;7037;1304
1587052519033;Gaze;7043;1314
1587052519044;Gaze;7046;1316
1587052519055;Gaze;7049;1321
1587052519066;Gaze;7047;1322
1587052519077;Gaze;7047;1322
1587052519088;Gaze;7039;1322
1587052519100;Gaze;7038;1322
1587052519110;Gaze;7038;1322
1587052519121;Gaze;7037;1325
1587052519134;Gaze;7035;1328
1587052519143;Gaze;7036;1329
1587052519154;Gaze;7036;1331
1587052519166;Gaze;7035;1335
1587052519177;Gaze;7036;1336
1587052519188;Gaze;7035;1355
1587052519199;Gaze;7034;1357
1587052519211;Gaze;7034;1358
1587052519221;Gaze;7023;1355
1587052519232;Gaze;7016;1351
1587052519243;Gaze;7010;1347
1587052519254;Gaze;7007;1350
1587052519266;Gaze;7017;1355
1587052519276;Gaze;7022;1359
1587052519288;Gaze;7033;1373
1587052519299;Gaze;7031;1371
1587052519310;Gaze;7036;1374
1587052519321;Gaze;7052;1386
1587052519333;Gaze;7058;1398
1587052519343;Gaze;7060;1409
1587052519355;Gaze;7064;1454
1587052519366;Gaze;7065;1481
1587052519376;Gaze;7066;1487
1587052519388;Gaze;7067;1490
1587052519399;Gaze;7067;1490
1587052519409;Gaze;7049;1463
1587052519421;Gaze;7028;1432
1587052519432;Gaze;7025;1423
1587052519443;Gaze;7021;1416
1587052519455;Gaze;7018;1412
1587052519466;Gaze;7017;1408
1587052519476;Gaze;7014;1409
1587052519488;Gaze;7011;1407
1587052519499;Gaze;7015;1405
1587052519510;Gaze;7017;1407
1587052519521;Gaze;7017;1407
1587052519532;Gaze;7017;1407
1587052519543;Gaze;7016;1409
1587052519555;Gaze;7010;1409
1587052519566;Gaze;7006;1410
1587052519577;Gaze;7003;1408
1587052519588;Gaze;6989;1403
1587052519599;Gaze;6986;1401
1587052519610;Gaze;6977;1396
1587052519622;Gaze;6976;1395
1587052519632;Gaze;6973;1395
1587052519643;Gaze;6973;1396
1587052519654;Gaze;6972;1398
1587052519666;Gaze;6972;1400
1587052519676;Gaze;6970;1402
1587052519688;Gaze;6967;1406
1587052519699;Gaze;6967;1410
1587052519710;Gaze;6963;1418
1587052519721;Gaze;6962;1418
1587052519733;Gaze;6959;1414
1587052519743;Gaze;6959;1414
1587052519755;Gaze;6960;1413
1587052519765;Gaze;6962;1413
1587052519766;Gaze;6962;1413
1587052519776;Gaze;6962;1413
1587052519787;Gaze;6965;1413
1587052519798;Gaze;6963;1413
1587052519809;Gaze;6959;1412
1587052519820;Gaze;6941;1414
1587052519832;Gaze;6883;1418
1587052519842;Gaze;6848;1422
1587052519854;Gaze;6830;1424
1587052519865;Gaze;6818;1426
1587052519876;Gaze;6818;1428
1587052519887;Gaze;6814;1432
1587052519899;Gaze;6809;1434
1587052519910;Gaze;6811;1434
1587052519921;Gaze;6801;1436
1587052519932;Gaze;6799;1435
1587052519942;Gaze;6797;1433
1587052519954;Gaze;6795;1436
1587052519965;Gaze;6794;1440
1587052519976;Gaze;6792;1442
1587052519987;Gaze;6789;1442
1587052519999;Gaze;6781;1440
1587052520010;Gaze;6780;1440
1587052520021;Gaze;6779;1442
1587052520032;Gaze;6779;1443
1587052520043;Gaze;6776;1439
1587052520043;Gaze;6776;1439
1587052520054;Gaze;6775;1438
1587052520065;Gaze;6772;1435
1587052520077;Gaze;6771;1438
1587052520089;Gaze;6766;1448
1587052520099;Gaze;6763;1450
1587052520109;Gaze;6758;1454
1587052520121;Gaze;6748;1453
1587052520132;Gaze;6735;1451
1587052520142;Gaze;6724;1456
1587052520154;Gaze;6722;1456
1587052520165;Gaze;6722;1455
1587052520176;Gaze;6721;1455
1587052520187;Gaze;6719;1457
1587052520199;Gaze;6719;1457
1587052520211;Gaze;6718;1459
1587052520221;Gaze;6713;1465
1587052520232;Gaze;6706;1473
1587052520243;Gaze;6703;1471
1587052520254;Gaze;6702;1460
1587052520265;Gaze;6714;1396
1587052520275;Gaze;6732;1268
1587052520287;Gaze;6739;1241
1587052520299;Gaze;6750;1222
1587052520309;Gaze;6767;1202
1587052520321;Gaze;6770;1187
1587052520331;Gaze;6773;1183
1587052520342;Gaze;6786;1174
1587052520353;Gaze;6783;1169
1587052520365;Gaze;6783;1171
1587052520375;Gaze;6784;1172
1587052520387;Gaze;6785;1169
1587052520399;Gaze;6786;1169
1587052520410;Gaze;6785;1169
1587052520421;Gaze;6784;1167
1587052520433;Gaze;6789;1173
1587052520443;Gaze;6790;1173
1587052520453;Gaze;6792;1173
1587052520465;Gaze;6794;1170
1587052520475;Gaze;6794;1169
1587052520487;Gaze;6794;1170
1587052520498;Gaze;6795;1171
1587052520509;Gaze;6797;1171
1587052520521;Gaze;6798;1172
1587052520521;Gaze;6798;1169
1587052520532;Gaze;6798;1154
1587052520542;Gaze;6798;1151
1587052520554;Gaze;6809;1154
1587052520565;Gaze;6811;1155
1587052520575;Gaze;6814;1156
1587052520587;Gaze;6816;1157
1587052520599;Gaze;6820;1158
1587052520608;Gaze;6821;1160
1587052520620;Gaze;6822;1160
1587052520631;Gaze;6823;1160
1587052520642;Gaze;6825;1160
1587052520653;Gaze;6831;1161
1587052520665;Gaze;6839;1163
1587052520676;Gaze;6851;1167
1587052520687;Gaze;6857;1169
1587052520699;Gaze;6857;1168
1587052520709;Gaze;6870;1155
1587052520720;Gaze;6871;1144
1587052520732;Gaze;6872;1137
1587052520742;Gaze;6872;1138
1587052520754;Gaze;6872;1137
1587052520765;Gaze;6875;1138
1587052520776;Gaze;6881;1136
1587052520787;Gaze;6886;1136
1587052520798;Gaze;6888;1137
1587052520809;Gaze;6890;1139
1587052520821;Gaze;6901;1146
1587052520832;Gaze;6912;1151
1587052520843;Gaze;6915;1153
1587052520854;Gaze;6918;1156
1587052520865;Gaze;6921;1159
1587052520876;Gaze;6928;1165
1587052520887;Gaze;6936;1168
1587052520898;Gaze;6941;1170
1587052520909;Gaze;6946;1168
1587052520921;Gaze;6964;1161
1587052520931;Gaze;6970;1160
1587052520942;Gaze;6972;1161
1587052520954;Gaze;6975;1161
1587052520965;Gaze;6977;1160
1587052520976;Gaze;6979;1157
1587052520987;Gaze;6979;1161
1587052520999;Gaze;6982;1168
1587052521009;Gaze;6983;1169
1587052521020;Gaze;7006;1177
1587052521031;Gaze;7006;1176
1587052521042;Gaze;7008;1176
1587052521053;Gaze;7010;1174
1587052521064;Gaze;7012;1171
1587052521075;Gaze;7014;1169
1587052521087;Gaze;7030;1167
1587052521099;Gaze;7033;1165
1587052521109;Gaze;7033;1165
1587052521121;Gaze;7044;1165
1587052521132;Gaze;7056;1169
1587052521142;Gaze;7058;1170
1587052521153;Gaze;7061;1171
1587052521164;Gaze;7063;1173
1587052521175;Gaze;7064;1174
1587052521187;Gaze;7075;1176
1587052521198;Gaze;7080;1176
1587052521208;Gaze;7084;1175
1587052521220;Gaze;7092;1176
1587052521231;Gaze;7096;1176
1587052521242;Gaze;7099;1177
1587052521253;Gaze;7103;1177
1587052521264;Gaze;7123;1183
1587052521275;Gaze;7121;1183
1587052521286;Gaze;7135;1183
1587052521298;Gaze;7136;1185
1587052521308;Gaze;7134;1184
1587052521320;Gaze;7145;1184
1587052521331;Gaze;7153;1187
1587052521344;Gaze;7177;1191
1587052521353;Gaze;7191;1185
1587052521365;Gaze;7193;1184
1587052521375;Gaze;7202;1178
1587052521387;Gaze;7208;1176
1587052521398;Gaze;7218;1174
1587052521409;Gaze;7231;1177
1587052521419;Gaze;7242;1179
1587052521431;Gaze;7235;1179
1587052521442;Gaze;7240;1181
1587052521453;Gaze;7256;1188
1587052521464;Gaze;7257;1188
1587052521475;Gaze;7255;1186
1587052521486;Gaze;7258;1194
1587052521498;Gaze;7261;1217
1587052521508;Gaze;7285;1193
1587052521519;Gaze;7288;1190
1587052521531;Gaze;7296;1187
1587052521541;Gaze;7302;1186
1587052521553;Gaze;7306;1185
1587052521564;Gaze;7320;1178
1587052521575;Gaze;7340;1163
1587052521586;Gaze;7339;1162
1587052521597;Gaze;7333;1163
1587052521608;Gaze;7334;1164
1587052521619;Gaze;7339;1164
1587052521631;Gaze;7342;1163
1587052521641;Gaze;7368;1171
1587052521653;Gaze;7386;1176
1587052521664;Gaze;7405;1181
1587052521675;Gaze;7419;1185
1587052521686;Gaze;7425;1186
1587052521698;Gaze;7425;1186
1587052521708;Gaze;7427;1187
1587052521719;Gaze;7424;1190
1587052521731;Gaze;7421;1210
1587052521742;Gaze;7376;1135
1587052521753;Gaze;7352;1097
1587052521764;Gaze;7346;1094
1587052521775;Gaze;7345;1092
1587052521786;Gaze;7344;1091
1587052521798;Gaze;7338;1094
1587052521808;Gaze;7336;1098
1587052521820;Gaze;7336;1101
1587052521830;Gaze;7339;1092
1587052521841;Gaze;7368;1096
1587052521852;Gaze;7372;1094
1587052521864;Gaze;7375;1093
1587052521875;Gaze;7388;1088
1587052521886;Gaze;7395;1082
1587052521897;Gaze;7395;1083
1587052521908;Gaze;7417;1062
1587052521919;Gaze;7414;1063
1587052521930;Gaze;7430;1059
1587052521941;Gaze;7431;1057
1587052521953;Gaze;7436;1054
1587052521964;Gaze;7441;1054
1587052521975;Gaze;7440;1054
