System Fixation time;Fixation Event;X Fixation Data; Y Fixation Data 
1587052512190;Fixation data;7597;1097
1587052512202;Fixation data;7602;1086
1587052512212;Fixation data;7605;1087
1587052512224;Fixation begin;7603;1106
1587052512234;Fixation data;7592;1120
1587052512245;Fixation data;7582;1135
1587052512258;Fixation data;7581;1145
1587052512268;Fixation data;7591;1146
1587052512278;Fixation data;7603;1146
1587052512290;Fixation begin;7614;1140
1587052512301;Fixation data;7613;1134
1587052512311;Fixation data;7606;1123
1587052512323;Fixation data;7594;1118
1587052512334;Fixation data;7586;1120
1587052512345;Fixation data;7585;1128
1587052512356;Fixation data;7587;1134
1587052512368;Fixation data;7589;1132
1587052512378;Fixation data;7587;1126
1587052512390;Fixation data;7585;1123
1587052512401;Fixation begin;7571;1148
1587052512411;Fixation data;7569;1154
1587052512423;Fixation data;7569;1165
1587052512434;Fixation data;7584;1166
1587052512445;Fixation data;7601;1166
1587052512456;Fixation data;7607;1162
1587052512467;Fixation data;7606;1156
1587052512478;Fixation data;7603;1142
1587052512489;Fixation data;7602;1127
1587052512500;Fixation data;7600;1116
1587052512511;Fixation data;7597;1111
1587052512522;Fixation data;7595;1108
1587052512544;Fixation begin;7591;1096
1587052512556;Fixation data;7589;1097
1587052512567;Fixation data;7589;1096
1587052512580;Fixation data;7591;1107
1587052512589;Fixation data;7591;1119
1587052512601;Fixation data;7591;1123
1587052512624;Fixation begin;7579;1123
1587052512635;Fixation data;7578;1124
1587052512645;Fixation data;7580;1122
1587052512656;Fixation data;7583;1125
1587052512667;Fixation data;7587;1126
1587052512678;Fixation data;7590;1124
1587052512689;Fixation data;7588;1119
1587052512700;Fixation data;7581;1121
1587052512711;Fixation data;7572;1128
1587052512723;Fixation data;7569;1132
1587052512734;Fixation data;7570;1131
1587052512734;Fixation data;7569;1130
1587052512744;Fixation data;7578;1123
1587052512756;Fixation data;7585;1122
1587052512768;Fixation data;7588;1129
1587052512778;Fixation data;7582;1138
1587052512790;Fixation data;7577;1146
1587052512801;Fixation begin;7575;1151
1587052512811;Fixation data;7573;1142
1587052512823;Fixation data;7572;1127
1587052512834;Fixation begin;7569;1112
1587052512845;Fixation data;7563;1121
1587052512856;Fixation data;7554;1131
1587052512867;Fixation data;7549;1133
1587052512878;Fixation begin;7561;1133
1587052512889;Fixation data;7561;1135
1587052512901;Fixation data;7560;1142
1587052512911;Fixation data;7559;1139
1587052512923;Fixation data;7560;1132
1587052512934;Fixation data;7561;1127
1587052512945;Fixation data;7559;1134
1587052512956;Fixation data;7558;1146
1587052512968;Fixation data;7557;1153
1587052512978;Fixation data;7553;1152
1587052512989;Fixation data;7551;1147
1587052513001;Fixation data;7554;1150
1587052513015;Fixation begin;7565;1159
1587052513023;Fixation data;7561;1152
1587052513034;Fixation data;7557;1154
1587052513045;Fixation data;7553;1168
1587052513056;Fixation data;7552;1184
1587052513069;Fixation data;7552;1180
1587052513078;Fixation data;7553;1165
1587052513089;Fixation data;7555;1156
1587052513101;Fixation data;7555;1147
1587052513111;Fixation data;7556;1132
1587052513123;Fixation data;7561;1123
1587052513133;Fixation data;7568;1134
1587052513144;Fixation data;7569;1151
1587052513155;Fixation data;7564;1167
1587052513167;Fixation data;7555;1172
1587052513177;Fixation data;7543;1171
1587052513189;Fixation data;7536;1163
1587052513201;Fixation data;7538;1149
1587052513211;Fixation data;7544;1138
1587052513222;Fixation data;7544;1129
1587052513233;Fixation data;7537;1128
1587052513244;Fixation data;7532;1128
1587052513256;Fixation data;7528;1126
1587052513267;Fixation begin;7525;1107
1587052513278;Fixation data;7528;1103
1587052513289;Fixation data;7535;1100
1587052513301;Fixation data;7541;1103
1587052513312;Fixation data;7540;1115
1587052513323;Fixation data;7538;1123
1587052513333;Fixation data;7535;1124
1587052513345;Fixation begin;7537;1116
1587052513355;Fixation data;7538;1117
1587052513367;Fixation begin;7544;1125
1587052513378;Fixation data;7538;1128
1587052513389;Fixation data;7533;1135
1587052513400;Fixation data;7527;1139
1587052513411;Fixation data;7517;1137
1587052513434;Fixation begin;7495;1118
1587052513444;Fixation data;7503;1123
1587052513456;Fixation begin;7519;1134
1587052513467;Fixation data;7520;1136
1587052513478;Fixation data;7522;1134
1587052513490;Fixation data;7521;1130
1587052513500;Fixation data;7513;1124
1587052513523;Fixation begin;7487;1123
1587052513533;Fixation data;7494;1124
1587052513544;Fixation begin;7504;1126
1587052513556;Fixation data;7501;1121
1587052513568;Fixation data;7498;1118
1587052513577;Fixation data;7493;1112
1587052513589;Fixation data;7489;1111
1587052513600;Fixation data;7487;1114
1587052513611;Fixation begin;7480;1122
1587052513622;Fixation data;7481;1127
1587052513634;Fixation data;7484;1131
1587052513644;Fixation data;7489;1135
1587052513655;Fixation data;7495;1134
1587052513677;Fixation begin;7496;1125
1587052513688;Fixation data;7493;1126
1587052513700;Fixation data;7492;1130
1587052513711;Fixation data;7495;1134
1587052513722;Fixation data;7496;1141
1587052513733;Fixation data;7494;1146
1587052513744;Fixation begin;7499;1144
1587052513755;Fixation data;7503;1144
1587052513767;Fixation data;7505;1149
1587052513777;Fixation data;7496;1154
1587052513788;Fixation data;7483;1153
1587052513801;Fixation data;7476;1145
1587052513810;Fixation data;7477;1136
1587052513822;Fixation data;7481;1139
1587052513822;Fixation data;7482;1143
1587052513833;Fixation data;7484;1165
1587052513844;Fixation end;;
1587052513867;Fixation begin;7438;1829
1587052513877;Fixation end;;
1587052513889;Fixation begin;7439;1959
1587052513900;Fixation data;7429;1956
1587052513911;Fixation data;7417;1950
1587052513922;Fixation begin;7402;1938
1587052513933;Fixation data;7405;1937
1587052513943;Fixation begin;7415;1938
1587052513955;Fixation data;7419;1945
1587052513967;Fixation data;7425;1958
1587052513976;Fixation data;7414;1955
1587052513988;Fixation data;7402;1945
1587052513989;Fixation end;;
1587052514000;Fixation begin;7365;1960
1587052514011;Fixation data;7381;1954
1587052514021;Fixation data;7399;1951
1587052514034;Fixation data;7411;1951
1587052514044;Fixation data;7419;1952
1587052514056;Fixation data;7419;1948
1587052514067;Fixation data;7417;1944
1587052514077;Fixation data;7417;1942
1587052514089;Fixation data;7422;1937
1587052514100;Fixation data;7427;1913
1587052514110;Fixation end;;
1587052514144;Fixation begin;7399;1109
1587052514155;Fixation data;7403;1088
1587052514167;Fixation data;7401;1090
1587052514177;Fixation data;7400;1096
1587052514178;Fixation end;;
1587052514201;Fixation begin;7408;1093
1587052514210;Fixation data;7407;1100
1587052514222;Fixation data;7406;1110
1587052514255;Fixation begin;7401;1109
1587052514266;Fixation data;7397;1114
1587052514277;Fixation begin;7382;1128
1587052514288;Fixation data;7381;1132
1587052514299;Fixation data;7382;1131
1587052514310;Fixation data;7384;1124
1587052514321;Fixation begin;7384;1103
1587052514333;Fixation data;7383;1103
1587052514343;Fixation data;7385;1103
1587052514355;Fixation data;7384;1108
1587052514366;Fixation data;7381;1116
1587052514377;Fixation data;7380;1126
1587052514388;Fixation data;7381;1133
1587052514399;Fixation data;7381;1133
1587052514410;Fixation begin;7372;1121
1587052514422;Fixation data;7369;1121
1587052514432;Fixation data;7361;1124
1587052514444;Fixation data;7354;1124
1587052514455;Fixation data;7353;1119
1587052514467;Fixation data;7357;1110
1587052514477;Fixation data;7355;1109
1587052514488;Fixation begin;7321;1112
1587052514499;Fixation data;7300;1110
1587052514510;Fixation end;;
1587052514543;Fixation begin;6779;1126
1587052514555;Fixation data;6741;1124
1587052514566;Fixation data;6720;1117
1587052514577;Fixation data;6713;1107
1587052514589;Fixation data;6709;1096
1587052514600;Fixation begin;6709;1087
1587052514611;Fixation data;6707;1093
1587052514622;Fixation data;6703;1101
1587052514633;Fixation data;6698;1103
1587052514644;Fixation data;6701;1097
1587052514655;Fixation data;6707;1090
1587052514666;Fixation data;6707;1083
1587052514676;Fixation data;6700;1076
1587052514688;Fixation data;6695;1073
1587052514700;Fixation data;6698;1077
1587052514710;Fixation begin;6706;1091
1587052514722;Fixation data;6717;1094
1587052514734;Fixation data;6761;1094
1587052514766;Fixation begin;7332;1043
1587052514777;Fixation begin;7375;1057
1587052514788;Fixation data;7382;1060
1587052514800;Fixation data;7388;1073
1587052514810;Fixation data;7384;1080
1587052514844;Fixation begin;7372;1091
1587052514854;Fixation data;7372;1089
1587052514865;Fixation data;7371;1090
1587052514876;Fixation data;7359;1101
1587052514887;Fixation data;7350;1109
1587052514899;Fixation begin;7336;1122
1587052514909;Fixation data;7346;1108
1587052514920;Fixation data;7358;1093
1587052514921;Fixation data;7362;1088
1587052514932;Fixation end;;
1587052514943;Fixation begin;7343;1051
1587052514953;Fixation data;7349;1063
1587052514965;Fixation data;7350;1077
1587052514975;Fixation data;7350;1104
1587052514987;Fixation data;7340;1127
1587052515000;Fixation begin;7313;1139
1587052515009;Fixation data;7310;1117
1587052515021;Fixation data;7308;1093
1587052515032;Fixation data;7310;1076
1587052515043;Fixation data;7313;1067
1587052515056;Fixation data;7320;1076
1587052515065;Fixation data;7322;1087
1587052515075;Fixation data;7315;1087
1587052515087;Fixation end;;
1587052515099;Fixation begin;7305;1053
1587052515109;Fixation data;7303;1061
1587052515121;Fixation data;7295;1069
1587052515132;Fixation data;7279;1083
1587052515143;Fixation end;;
1587052515175;Fixation begin;7329;1134
1587052515186;Fixation data;7327;1133
1587052515199;Fixation end;;
1587052515209;Fixation begin;7251;1085
1587052515232;Fixation begin;7245;1088
1587052515243;Fixation end;;
1587052515253;Fixation begin;7277;1182
1587052515265;Fixation data;7267;1181
1587052515275;Fixation data;7244;1156
1587052515287;Fixation begin;7205;1110
1587052515299;Fixation data;7201;1111
1587052515309;Fixation data;7193;1113
1587052515332;Fixation begin;7227;1132
1587052515342;Fixation end;;
1587052515365;Fixation begin;7275;1161
1587052515376;Fixation data;7285;1131
1587052515388;Fixation data;7298;1114
1587052515399;Fixation begin;7309;1113
1587052515409;Fixation data;7308;1131
1587052515420;Fixation end;;
1587052515442;Fixation begin;7317;1110
1587052515453;Fixation data;7313;1106
1587052515464;Fixation data;7299;1099
1587052515475;Fixation begin;7258;1080
1587052515485;Fixation data;7256;1079
1587052515495;Fixation data;7251;1093
1587052515506;Fixation end;;
1587052516323;Fixation begin;6468;1059
1587052516335;Fixation data;6447;1050
1587052516346;Fixation begin;6426;1047
1587052516357;Fixation data;6426;1049
1587052516369;Fixation begin;6427;1064
1587052516379;Fixation data;6432;1061
1587052516390;Fixation data;6447;1060
1587052516401;Fixation data;6463;1049
1587052516412;Fixation begin;6474;1025
1587052516423;Fixation data;6471;1023
1587052516435;Fixation begin;6448;1034
1587052516445;Fixation end;;
1587052516457;Fixation begin;6375;1015
1587052516468;Fixation data;6384;1025
1587052516479;Fixation end;;
1587052516501;Fixation begin;6549;1160
1587052516513;Fixation end;;
1587052516524;Fixation begin;6514;1071
1587052516536;Fixation data;6516;1062
1587052516546;Fixation end;;
1587052516556;Fixation begin;6427;1016
1587052516568;Fixation data;6428;1019
1587052516579;Fixation end;;
1587052516590;Fixation begin;6512;1075
1587052516601;Fixation data;6509;1078
1587052516612;Fixation begin;6502;1079
1587052516623;Fixation data;6507;1079
1587052516636;Fixation data;6516;1078
1587052516646;Fixation begin;6536;1082
1587052516657;Fixation data;6531;1085
1587052516668;Fixation data;6529;1089
1587052516678;Fixation data;6532;1091
1587052516691;Fixation data;6547;1094
1587052516701;Fixation begin;6559;1103
1587052516712;Fixation end;;
1587052516724;Fixation begin;6472;1167
1587052516735;Fixation begin;6445;1176
1587052516745;Fixation data;6425;1200
1587052516757;Fixation data;6393;1224
1587052516768;Fixation data;6371;1233
1587052516780;Fixation data;6363;1242
1587052516791;Fixation data;6360;1249
1587052516802;Fixation data;6362;1256
1587052516813;Fixation data;6365;1257
1587052516824;Fixation data;6370;1253
1587052516834;Fixation data;6374;1247
1587052516845;Fixation end;;
1587052516856;Fixation begin;6303;1186
1587052516868;Fixation data;6317;1193
1587052516879;Fixation data;6339;1213
1587052516890;Fixation data;6351;1231
1587052516902;Fixation data;6348;1242
1587052516912;Fixation data;6345;1246
1587052516924;Fixation data;6347;1247
1587052516935;Fixation data;6350;1244
1587052516945;Fixation data;6356;1241
1587052516957;Fixation data;6364;1242
1587052516968;Fixation data;6368;1250
1587052516979;Fixation begin;6381;1296
1587052516990;Fixation end;;
1587052517078;Fixation begin;6287;1213
1587052517089;Fixation data;6325;1216
1587052517101;Fixation begin;6378;1201
1587052517111;Fixation end;;
1587052517123;Fixation begin;6521;994
1587052517135;Fixation begin;6553;970
1587052517145;Fixation data;6554;986
1587052517156;Fixation data;6554;1002
1587052517167;Fixation data;6550;993
1587052517178;Fixation data;6547;971
1587052517189;Fixation data;6546;957
1587052517201;Fixation begin;6556;941
1587052517212;Fixation data;6561;941
1587052517223;Fixation data;6575;940
1587052517234;Fixation begin;6592;952
1587052517245;Fixation data;6600;955
1587052517256;Fixation data;6608;960
1587052517267;Fixation data;6610;964
1587052517278;Fixation data;6610;967
1587052517302;Fixation begin;6612;947
1587052517311;Fixation data;6619;950
1587052517324;Fixation data;6626;959
1587052517335;Fixation data;6634;968
1587052517345;Fixation data;6639;973
1587052517356;Fixation data;6640;971
1587052517368;Fixation data;6644;966
1587052517389;Fixation begin;6672;965
1587052517402;Fixation data;6668;980
1587052517412;Fixation data;6662;999
1587052517424;Fixation data;6662;1006
1587052517435;Fixation data;6669;1001
1587052517446;Fixation data;6680;992
1587052517457;Fixation data;6691;987
1587052517467;Fixation data;6698;983
1587052517478;Fixation data;6704;977
1587052517489;Fixation data;6706;975
1587052517501;Fixation data;6708;973
1587052517511;Fixation data;6712;969
1587052517524;Fixation begin;6721;965
1587052517534;Fixation data;6718;958
1587052517545;Fixation data;6721;955
1587052517556;Fixation data;6731;958
1587052517567;Fixation data;6742;963
1587052517578;Fixation begin;6764;963
1587052517589;Fixation data;6766;958
1587052517601;Fixation data;6769;955
1587052517612;Fixation data;6774;956
1587052517623;Fixation begin;6777;958
1587052517634;Fixation data;6778;961
1587052517645;Fixation begin;6778;967
1587052517656;Fixation data;6776;966
1587052517667;Fixation data;6770;963
1587052517678;Fixation data;6763;957
1587052517701;Fixation begin;6764;940
1587052517712;Fixation data;6774;942
1587052517723;Fixation data;6787;945
1587052517735;Fixation data;6793;952
1587052517744;Fixation data;6790;956
1587052517756;Fixation data;6783;955
1587052517768;Fixation begin;6771;939
1587052517778;Fixation data;6772;940
1587052517789;Fixation data;6775;942
1587052517801;Fixation data;6778;947
1587052517811;Fixation data;6789;948
1587052517822;Fixation data;6802;949
1587052517845;Fixation begin;6797;934
1587052517856;Fixation data;6798;935
1587052517867;Fixation data;6798;951
1587052517878;Fixation begin;6801;1002
1587052517889;Fixation data;6800;1007
1587052517900;Fixation data;6804;1011
1587052517923;Fixation begin;6824;1004
1587052517935;Fixation data;6827;994
1587052517945;Fixation data;6835;985
1587052517957;Fixation data;6838;981
1587052517968;Fixation data;6836;987
1587052517978;Fixation data;6839;996
1587052517990;Fixation data;6846;1001
1587052518002;Fixation data;6849;997
1587052518025;Fixation begin;6845;987
1587052518035;Fixation data;6848;990
1587052518035;Fixation end;;
1587052518045;Fixation begin;6862;995
1587052518056;Fixation data;6862;992
1587052518068;Fixation data;6868;990
1587052518078;Fixation data;6874;990
1587052518089;Fixation data;6880;995
1587052518101;Fixation data;6882;999
1587052518112;Fixation data;6885;1002
1587052518122;Fixation data;6888;1008
1587052518133;Fixation data;6889;1004
1587052518144;Fixation data;6891;998
1587052518156;Fixation data;6889;992
1587052518167;Fixation begin;6879;991
1587052518177;Fixation data;6882;989
1587052518189;Fixation data;6893;988
1587052518200;Fixation data;6910;999
1587052518211;Fixation data;6922;1011
1587052518223;Fixation data;6928;1018
1587052518234;Fixation data;6926;1011
1587052518245;Fixation data;6925;1001
1587052518256;Fixation data;6926;993
1587052518267;Fixation data;6921;987
1587052518278;Fixation data;6917;987
1587052518289;Fixation data;6913;990
1587052518300;Fixation data;6917;993
1587052518312;Fixation data;6926;995
1587052518323;Fixation data;6934;995
1587052518334;Fixation begin;6930;979
1587052518345;Fixation data;6928;974
1587052518355;Fixation data;6930;971
1587052518367;Fixation data;6937;975
1587052518377;Fixation data;6940;976
1587052518389;Fixation data;6939;975
1587052518400;Fixation data;6939;981
1587052518411;Fixation data;6942;989
1587052518444;Fixation begin;6960;1002
1587052518456;Fixation data;6960;1003
1587052518467;Fixation begin;6974;1025
1587052518478;Fixation data;6980;1038
1587052518488;Fixation end;;
1587052518511;Fixation begin;6992;1019
1587052518524;Fixation data;6991;1018
1587052518534;Fixation data;6987;1007
1587052518545;Fixation begin;6982;985
1587052518556;Fixation data;6980;982
1587052518567;Fixation begin;6973;985
1587052518578;Fixation data;6972;988
1587052518589;Fixation data;6972;992
1587052518601;Fixation data;6973;990
1587052518611;Fixation data;6973;983
1587052518622;Fixation begin;6971;971
1587052518633;Fixation data;6974;975
1587052518644;Fixation data;6971;981
1587052518656;Fixation data;6970;984
1587052518667;Fixation data;6970;979
1587052518677;Fixation data;6976;975
1587052518689;Fixation data;6985;974
1587052518700;Fixation data;6992;971
1587052518711;Fixation data;6998;966
1587052518722;Fixation data;6999;970
1587052518734;Fixation begin;7002;1031
1587052518744;Fixation end;;
1587052518756;Fixation begin;7007;1228
1587052518767;Fixation data;7016;1243
1587052518777;Fixation data;7032;1265
1587052518789;Fixation end;;
1587052518811;Fixation begin;7007;1317
1587052518823;Fixation data;7003;1294
1587052518833;Fixation data;7005;1286
1587052518844;Fixation data;7008;1288
1587052518855;Fixation data;7013;1291
1587052518866;Fixation begin;7024;1271
1587052518877;Fixation data;7027;1267
1587052518888;Fixation data;7027;1265
1587052518901;Fixation begin;7022;1284
1587052518911;Fixation data;7025;1289
1587052518922;Fixation data;7033;1295
1587052518933;Fixation begin;7043;1295
1587052518944;Fixation data;7034;1295
1587052518946;Fixation data;7028;1295
1587052518956;Fixation data;7022;1296
1587052518967;Fixation data;7010;1298
1587052518977;Fixation data;7008;1297
1587052518989;Fixation data;7015;1297
1587052519000;Fixation data;7029;1297
1587052519011;Fixation data;7045;1303
1587052519022;Fixation data;7052;1309
1587052519033;Fixation data;7053;1315
1587052519044;Fixation data;7052;1324
1587052519055;Fixation data;7050;1328
1587052519067;Fixation begin;7044;1324
1587052519077;Fixation data;7038;1322
1587052519089;Fixation data;7032;1322
1587052519110;Fixation begin;7043;1345
1587052519122;Fixation data;7041;1348
1587052519135;Fixation data;7038;1352
1587052519144;Fixation data;7036;1348
1587052519155;Fixation data;7037;1342
1587052519167;Fixation data;7035;1336
1587052519177;Fixation data;7032;1341
1587052519188;Fixation data;7032;1352
1587052519200;Fixation data;7031;1361
1587052519211;Fixation begin;7011;1358
1587052519222;Fixation data;7006;1354
1587052519233;Fixation data;7001;1348
1587052519243;Fixation data;7012;1351
1587052519255;Fixation data;7031;1359
1587052519267;Fixation data;7046;1368
1587052519277;Fixation data;7051;1376
1587052519288;Fixation begin;7047;1388
1587052519300;Fixation data;7050;1396
1587052519310;Fixation data;7064;1415
1587052519333;Fixation begin;7111;1521
1587052519344;Fixation data;7090;1508
1587052519355;Fixation data;7078;1497
1587052519366;Fixation data;7071;1493
1587052519377;Fixation data;7068;1496
1587052519388;Fixation data;7068;1497
1587052519410;Fixation begin;7008;1400
1587052519421;Fixation begin;7014;1404
1587052519433;Fixation data;7014;1403
1587052519443;Fixation data;7013;1401
1587052519455;Fixation data;7013;1403
1587052519467;Fixation data;7016;1405
1587052519477;Fixation data;7015;1407
1587052519488;Fixation data;7010;1407
1587052519499;Fixation data;7011;1409
1587052519512;Fixation data;7015;1411
1587052519521;Fixation data;7015;1410
1587052519533;Fixation begin;7004;1408
1587052519544;Fixation data;6997;1411
1587052519556;Fixation data;6987;1412
1587052519567;Fixation data;6978;1407
1587052519577;Fixation data;6970;1399
1587052519589;Fixation data;6967;1394
1587052519600;Fixation data;6970;1393
1587052519611;Fixation begin;6979;1394
1587052519622;Fixation data;6975;1392
1587052519633;Fixation data;6968;1394
1587052519643;Fixation data;6967;1400
1587052519655;Fixation data;6970;1408
1587052519666;Fixation data;6968;1412
1587052519677;Fixation data;6961;1412
1587052519688;Fixation begin;6956;1415
1587052519699;Fixation data;6960;1416
1587052519710;Fixation data;6962;1418
1587052519722;Fixation begin;6954;1415
1587052519733;Fixation data;6954;1413
1587052519743;Fixation data;6958;1411
1587052519755;Fixation data;6964;1409
1587052519766;Fixation data;6969;1411
1587052519766;Fixation data;6970;1412
1587052519777;Fixation data;6959;1414
1587052519788;Fixation begin;6916;1424
1587052519799;Fixation data;6906;1424
1587052519810;Fixation begin;6853;1427
1587052519821;Fixation data;6847;1426
1587052519832;Fixation data;6836;1424
1587052519843;Fixation data;6826;1424
1587052519855;Fixation data;6813;1425
1587052519866;Fixation data;6805;1431
1587052519876;Fixation data;6802;1436
1587052519888;Fixation begin;6800;1442
1587052519900;Fixation data;6801;1439
1587052519921;Fixation begin;6794;1431
1587052519933;Fixation data;6792;1427
1587052519943;Fixation data;6792;1429
1587052519955;Fixation data;6791;1435
1587052519966;Fixation data;6790;1442
1587052519976;Fixation data;6787;1445
1587052519988;Fixation data;6781;1441
1587052519999;Fixation data;6779;1439
1587052520011;Fixation data;6778;1442
1587052520021;Fixation data;6778;1446
1587052520033;Fixation data;6777;1441
1587052520043;Fixation data;6774;1435
1587052520044;Fixation data;6772;1433
1587052520055;Fixation data;6769;1436
1587052520066;Fixation begin;6762;1458
1587052520077;Fixation data;6760;1464
1587052520088;Fixation begin;6753;1472
1587052520099;Fixation data;6748;1467
1587052520110;Fixation data;6739;1459
1587052520121;Fixation data;6731;1453
1587052520133;Fixation data;6726;1452
1587052520143;Fixation data;6722;1454
1587052520155;Fixation begin;6719;1458
1587052520166;Fixation data;6716;1462
1587052520177;Fixation data;6708;1469
1587052520188;Fixation data;6703;1478
1587052520199;Fixation data;6706;1482
1587052520211;Fixation data;6705;1479
1587052520221;Fixation data;6699;1467
1587052520232;Fixation data;6698;1445
1587052520243;Fixation end;;
1587052520255;Fixation begin;6764;1249
1587052520265;Fixation data;6762;1222
1587052520276;Fixation data;6755;1199
1587052520287;Fixation begin;6752;1184
1587052520299;Fixation data;6760;1184
1587052520309;Fixation data;6778;1185
1587052520321;Fixation data;6790;1185
1587052520332;Fixation data;6792;1179
1587052520343;Fixation data;6789;1174
1587052520354;Fixation data;6785;1170
1587052520365;Fixation data;6780;1169
1587052520376;Fixation data;6780;1165
1587052520388;Fixation data;6783;1163
1587052520399;Fixation data;6786;1167
1587052520410;Fixation data;6785;1169
1587052520422;Fixation data;6786;1170
1587052520444;Fixation begin;6798;1175
1587052520454;Fixation data;6798;1171
1587052520465;Fixation data;6797;1167
1587052520476;Fixation data;6795;1169
1587052520487;Fixation data;6797;1174
1587052520499;Fixation data;6801;1175
1587052520521;Fixation begin;6800;1154
1587052520532;Fixation data;6799;1151
1587052520543;Fixation data;6804;1150
1587052520554;Fixation data;6810;1152
1587052520565;Fixation begin;6819;1160
1587052520575;Fixation data;6819;1160
1587052520587;Fixation data;6823;1160
1587052520599;Fixation data;6826;1161
1587052520609;Fixation data;6827;1165
1587052520621;Fixation data;6831;1164
1587052520632;Fixation data;6839;1158
1587052520642;Fixation data;6851;1153
1587052520665;Fixation begin;6871;1174
1587052520676;Fixation data;6871;1174
1587052520688;Fixation data;6870;1171
1587052520700;Fixation begin;6872;1149
1587052520709;Fixation data;6874;1143
1587052520721;Fixation data;6874;1134
1587052520732;Fixation begin;6871;1130
1587052520743;Fixation data;6872;1135
1587052520754;Fixation begin;6891;1154
1587052520766;Fixation data;6894;1151
1587052520776;Fixation data;6902;1145
1587052520787;Fixation data;6904;1142
1587052520799;Fixation data;6903;1145
1587052520810;Fixation data;6908;1154
1587052520821;Fixation data;6913;1157
1587052520833;Fixation data;6917;1156
1587052520843;Fixation data;6923;1158
1587052520854;Fixation data;6928;1166
1587052520866;Fixation data;6935;1175
1587052520876;Fixation data;6944;1178
1587052520888;Fixation data;6956;1177
1587052520899;Fixation data;6964;1170
1587052520910;Fixation data;6974;1162
1587052520921;Fixation data;6979;1156
1587052520931;Fixation data;6979;1160
1587052520942;Fixation data;6977;1163
1587052520954;Fixation data;6978;1163
1587052520965;Fixation data;6980;1158
1587052520976;Fixation data;6980;1159
1587052520988;Fixation data;6980;1164
1587052520999;Fixation data;6982;1169
1587052521009;Fixation data;6993;1172
1587052521020;Fixation data;7006;1175
1587052521031;Fixation data;7019;1175
1587052521043;Fixation data;7024;1168
1587052521054;Fixation data;7026;1158
1587052521065;Fixation begin;7024;1151
1587052521075;Fixation data;7027;1153
1587052521087;Fixation begin;7034;1164
1587052521099;Fixation data;7036;1161
1587052521110;Fixation data;7049;1162
1587052521121;Fixation data;7061;1166
1587052521132;Fixation begin;7074;1174
1587052521143;Fixation data;7070;1176
1587052521153;Fixation data;7071;1178
1587052521165;Fixation data;7074;1183
1587052521176;Fixation data;7080;1182
1587052521187;Fixation begin;7091;1176
1587052521198;Fixation data;7091;1176
1587052521209;Fixation data;7094;1176
1587052521220;Fixation data;7100;1174
1587052521231;Fixation data;7106;1176
1587052521242;Fixation data;7113;1177
1587052521253;Fixation data;7125;1180
1587052521265;Fixation data;7133;1184
1587052521275;Fixation data;7140;1185
1587052521287;Fixation begin;7149;1183
1587052521299;Fixation data;7156;1182
1587052521309;Fixation data;7170;1191
1587052521320;Fixation end;;
1587052521345;Fixation begin;7200;1202
1587052521354;Fixation begin;7198;1185
1587052521365;Fixation data;7200;1182
1587052521375;Fixation data;7208;1175
1587052521387;Fixation data;7217;1172
1587052521398;Fixation data;7226;1171
1587052521420;Fixation begin;7260;1181
1587052521431;Fixation data;7257;1190
1587052521442;Fixation begin;7260;1200
1587052521454;Fixation data;7260;1196
1587052521464;Fixation data;7259;1201
1587052521475;Fixation data;7265;1229
1587052521508;Fixation begin;7284;1166
1587052521531;Fixation begin;7322;1171
1587052521542;Fixation data;7325;1174
1587052521553;Fixation data;7328;1177
1587052521564;Fixation data;7330;1175
1587052521575;Fixation data;7337;1166
1587052521586;Fixation data;7344;1156
1587052521598;Fixation data;7343;1157
1587052521608;Fixation data;7347;1166
1587052521620;Fixation data;7360;1176
1587052521631;Fixation data;7378;1182
1587052521642;Fixation begin;7410;1187
1587052521653;Fixation data;7413;1187
1587052521665;Fixation data;7418;1187
1587052521675;Fixation data;7425;1188
1587052521687;Fixation begin;7430;1186
1587052521698;Fixation data;7427;1191
1587052521709;Fixation begin;7411;1226
1587052521720;Fixation end;;
1587052521742;Fixation begin;7327;1042
1587052521753;Fixation data;7329;1051
1587052521765;Fixation data;7334;1070
1587052521776;Fixation data;7341;1082
1587052521787;Fixation data;7343;1083
1587052521820;Fixation begin;7352;1153
1587052521831;Fixation data;7362;1135
1587052521841;Fixation data;7378;1114
1587052521853;Fixation data;7391;1095
1587052521864;Fixation data;7392;1088
1587052521875;Fixation begin;7393;1085
1587052521887;Fixation data;7395;1080
1587052521898;Fixation data;7406;1063
1587052521908;Fixation data;7419;1050
1587052521931;Fixation begin;7438;1056
1587052521941;Fixation data;7438;1051
1587052521953;Fixation data;7440;1049
1587052521964;Fixation data;7444;1051
1587052521987;Fixation begin;7471;1083
1587052521997;Fixation data;7472;1083
1587052522008;Fixation data;7477;1078
1587052522019;Fixation data;7487;1071
1587052522031;Fixation data;7498;1070
1587052522042;Fixation data;7509;1074
1587052522053;Fixation data;7518;1079
1587052522064;Fixation data;7527;1079
1587052522075;Fixation begin;7546;1075
1587052522086;Fixation data;7547;1076
1587052522097;Fixation data;7546;1079
1587052522108;Fixation data;7548;1082
1587052522119;Fixation data;7554;1087
1587052522131;Fixation data;7562;1090
1587052522142;Fixation data;7568;1090
1587052522153;Fixation data;7569;1086
1587052522164;Fixation data;7573;1077
1587052522175;Fixation data;7581;1068
1587052522187;Fixation data;7588;1064
