System Fixation time;Fixation Event;X Fixation Data; Y Fixation Data 
1587052532324;Fixation data;7783;1124
1587052532335;Fixation data;7789;1125
1587052532346;Fixation data;7793;1132
1587052532359;Fixation data;7793;1132
1587052532370;Fixation data;7790;1130
1587052532379;Fixation data;7791;1131
1587052532391;Fixation data;7793;1133
1587052532402;Fixation data;7795;1129
1587052532413;Fixation data;7794;1117
1587052532424;Fixation data;7793;1108
1587052532435;Fixation data;7786;1111
1587052532446;Fixation data;7772;1120
1587052532469;Fixation begin;7761;1126
1587052532480;Fixation data;7766;1126
1587052532492;Fixation data;7765;1129
1587052532502;Fixation data;7766;1136
1587052532513;Fixation data;7770;1139
1587052532524;Fixation begin;7778;1137
1587052532535;Fixation data;7780;1129
1587052532545;Fixation begin;7789;1115
1587052532557;Fixation data;7788;1113
1587052532568;Fixation data;7786;1114
1587052532579;Fixation data;7776;1114
1587052532591;Fixation data;7765;1115
1587052532602;Fixation data;7757;1123
1587052532613;Fixation data;7755;1131
1587052532625;Fixation data;7760;1137
1587052532636;Fixation begin;7769;1132
1587052532647;Fixation data;7768;1129
1587052532658;Fixation data;7766;1123
1587052532669;Fixation data;7765;1118
1587052532680;Fixation data;7763;1113
1587052532692;Fixation data;7757;1106
1587052532702;Fixation data;7753;1098
1587052532712;Fixation data;7760;1098
1587052532735;Fixation begin;7776;1119
1587052532746;Fixation data;7771;1110
1587052532758;Fixation begin;7761;1089
1587052532769;Fixation data;7764;1080
1587052532791;Fixation begin;7766;1089
1587052532802;Fixation data;7764;1099
1587052532813;Fixation data;7765;1101
1587052532824;Fixation data;7767;1096
1587052532835;Fixation data;7765;1094
1587052532846;Fixation begin;7752;1101
1587052532857;Fixation data;7748;1101
1587052532870;Fixation data;7748;1102
1587052532879;Fixation begin;7755;1109
1587052532890;Fixation data;7760;1109
1587052532901;Fixation data;7766;1105
1587052532913;Fixation data;7774;1102
1587052532924;Fixation data;7777;1107
1587052532935;Fixation data;7774;1111
1587052532946;Fixation data;7772;1111
1587052532957;Fixation data;7771;1106
1587052532969;Fixation begin;7768;1097
1587052532979;Fixation data;7761;1100
1587052532990;Fixation data;7753;1104
1587052533001;Fixation data;7753;1108
1587052533012;Fixation data;7760;1106
1587052533024;Fixation data;7770;1106
1587052533035;Fixation data;7776;1109
1587052533046;Fixation data;7777;1113
1587052533058;Fixation data;7772;1111
1587052533068;Fixation data;7769;1108
1587052533079;Fixation begin;7764;1101
1587052533091;Fixation data;7762;1099
1587052533101;Fixation data;7757;1095
1587052533112;Fixation data;7759;1095
1587052533123;Fixation data;7764;1102
1587052533135;Fixation data;7771;1112
1587052533145;Fixation data;7773;1117
1587052533157;Fixation data;7772;1117
1587052533168;Fixation data;7768;1116
1587052533179;Fixation data;7764;1117
1587052533191;Fixation data;7761;1115
1587052533202;Fixation begin;7758;1097
1587052533212;Fixation data;7761;1095
1587052533223;Fixation data;7773;1095
1587052533235;Fixation data;7780;1103
1587052533245;Fixation data;7778;1113
1587052533258;Fixation begin;7761;1131
1587052533269;Fixation data;7762;1131
1587052533279;Fixation data;7761;1130
1587052533280;Fixation data;7760;1129
1587052533290;Fixation data;7763;1125
1587052533302;Fixation data;7771;1121
1587052533312;Fixation data;7781;1119
1587052533324;Fixation data;7786;1119
1587052533346;Fixation begin;7767;1123
1587052533358;Fixation data;7764;1122
1587052533369;Fixation data;7759;1113
1587052533379;Fixation data;7759;1105
1587052533391;Fixation data;7761;1100
1587052533402;Fixation data;7761;1101
1587052533413;Fixation data;7757;1103
1587052533424;Fixation data;7755;1108
1587052533435;Fixation data;7756;1109
1587052533446;Fixation data;7756;1110
1587052533457;Fixation data;7756;1104
1587052533468;Fixation begin;7772;1098
1587052533479;Fixation data;7779;1092
1587052533490;Fixation begin;7795;1098
1587052533503;Fixation data;7790;1101
1587052533512;Fixation data;7783;1106
1587052533523;Fixation data;7776;1107
1587052533535;Fixation data;7771;1106
1587052533545;Fixation begin;7759;1114
1587052533557;Fixation data;7762;1118
1587052533568;Fixation data;7765;1122
1587052533579;Fixation data;7771;1119
1587052533590;Fixation data;7771;1112
1587052533601;Fixation data;7768;1107
1587052533612;Fixation data;7766;1108
1587052533623;Fixation data;7766;1119
1587052533635;Fixation data;7766;1128
1587052533645;Fixation data;7763;1132
1587052533657;Fixation data;7763;1123
1587052533667;Fixation data;7757;1116
1587052533678;Fixation data;7755;1109
1587052533690;Fixation data;7754;1108
1587052533701;Fixation begin;7758;1113
1587052533711;Fixation data;7757;1115
1587052533723;Fixation data;7757;1116
1587052533735;Fixation data;7761;1114
1587052533745;Fixation begin;7768;1107
1587052533756;Fixation data;7766;1104
1587052533768;Fixation data;7764;1104
1587052533778;Fixation data;7767;1102
1587052533801;Fixation begin;7772;1063
1587052533812;Fixation data;7771;1065
1587052533823;Fixation data;7767;1072
1587052533834;Fixation data;7768;1080
1587052533845;Fixation data;7769;1086
1587052533868;Fixation begin;7762;1098
1587052533879;Fixation data;7761;1097
1587052533890;Fixation data;7761;1095
1587052533891;Fixation data;7762;1093
1587052533901;Fixation data;7761;1090
1587052533912;Fixation data;7762;1086
1587052533924;Fixation data;7764;1082
1587052533935;Fixation data;7760;1084
1587052533945;Fixation data;7753;1089
1587052533957;Fixation data;7748;1097
1587052533968;Fixation data;7748;1100
1587052533978;Fixation data;7754;1104
1587052533990;Fixation data;7761;1109
1587052534001;Fixation begin;7764;1110
1587052534012;Fixation data;7758;1109
1587052534023;Fixation data;7756;1107
1587052534034;Fixation data;7760;1109
1587052534046;Fixation data;7768;1107
1587052534057;Fixation data;7775;1102
1587052534067;Fixation data;7769;1105
1587052534078;Fixation data;7757;1119
1587052534089;Fixation data;7743;1132
1587052534101;Fixation data;7731;1128
1587052534112;Fixation data;7725;1116
1587052534124;Fixation data;7726;1111
1587052534135;Fixation data;7739;1122
1587052534146;Fixation data;7755;1131
1587052534157;Fixation data;7766;1132
1587052534168;Fixation data;7766;1128
1587052534179;Fixation begin;7750;1136
1587052534189;Fixation data;7742;1132
1587052534201;Fixation begin;7739;1114
1587052534211;Fixation data;7737;1110
1587052534223;Fixation data;7739;1111
1587052534234;Fixation begin;7749;1120
1587052534245;Fixation data;7753;1118
1587052534245;Fixation data;7756;1117
1587052534256;Fixation data;7758;1118
1587052534267;Fixation data;7757;1125
1587052534278;Fixation data;7758;1126
1587052534290;Fixation data;7756;1116
1587052534301;Fixation begin;7753;1088
1587052534311;Fixation data;7753;1091
1587052534323;Fixation data;7758;1102
1587052534334;Fixation data;7766;1112
1587052534345;Fixation data;7762;1119
1587052534357;Fixation data;7752;1124
1587052534368;Fixation data;7741;1132
1587052534379;Fixation begin;7730;1148
1587052534389;Fixation data;7732;1150
1587052534401;Fixation data;7738;1148
1587052534411;Fixation data;7748;1146
1587052534423;Fixation data;7753;1143
1587052534434;Fixation data;7750;1143
1587052534445;Fixation data;7737;1139
1587052534456;Fixation data;7725;1131
1587052534467;Fixation data;7719;1121
1587052534489;Fixation begin;7751;1130
1587052534501;Fixation data;7750;1132
1587052534524;Fixation begin;7727;1137
1587052534535;Fixation data;7725;1138
1587052534544;Fixation data;7720;1127
1587052534556;Fixation data;7722;1112
1587052534567;Fixation data;7728;1101
1587052534589;Fixation begin;7735;1096
1587052534601;Fixation data;7739;1096
1587052534611;Fixation data;7740;1094
1587052534623;Fixation begin;7734;1096
1587052534634;Fixation data;7730;1093
1587052534645;Fixation data;7738;1092
1587052534658;Fixation data;7748;1094
1587052534667;Fixation data;7749;1101
1587052534689;Fixation begin;7728;1122
1587052534701;Fixation data;7725;1116
1587052534712;Fixation data;7728;1101
1587052534723;Fixation begin;7745;1085
1587052534734;Fixation data;7751;1096
1587052534745;Fixation begin;7756;1127
1587052534756;Fixation data;7753;1124
1587052534768;Fixation data;7750;1116
1587052534790;Fixation begin;7753;1112
1587052534801;Fixation data;7747;1110
1587052534811;Fixation data;7740;1108
1587052534823;Fixation data;7737;1107
1587052534834;Fixation data;7743;1110
1587052534847;Fixation data;7747;1100
1587052534856;Fixation begin;7739;1085
1587052534867;Fixation data;7730;1094
1587052534878;Fixation begin;7721;1123
1587052534889;Fixation data;7725;1120
1587052534900;Fixation begin;7743;1102
1587052534911;Fixation data;7745;1106
1587052534922;Fixation data;7748;1110
1587052534934;Fixation data;7752;1106
1587052534945;Fixation data;7752;1107
1587052534956;Fixation data;7748;1111
1587052534967;Fixation data;7748;1111
1587052534977;Fixation data;7746;1105
1587052534989;Fixation data;7738;1102
1587052535000;Fixation data;7731;1108
1587052535011;Fixation begin;7723;1124
1587052535023;Fixation data;7726;1125
1587052535033;Fixation data;7730;1121
1587052535045;Fixation data;7728;1112
1587052535056;Fixation data;7725;1106
1587052535067;Fixation begin;7711;1115
1587052535078;Fixation data;7710;1122
1587052535089;Fixation data;7711;1132
1587052535101;Fixation begin;7720;1141
1587052535111;Fixation data;7721;1140
1587052535123;Fixation data;7725;1136
1587052535134;Fixation data;7728;1125
1587052535144;Fixation begin;7733;1101
1587052535156;Fixation data;7732;1106
1587052535167;Fixation data;7720;1123
1587052535177;Fixation data;7706;1142
1587052535189;Fixation data;7696;1149
1587052535200;Fixation begin;7707;1143
1587052535211;Fixation data;7709;1145
1587052535223;Fixation data;7713;1149
1587052535234;Fixation data;7712;1149
1587052535245;Fixation data;7713;1145
1587052535256;Fixation data;7719;1145
1587052535267;Fixation data;7720;1154
1587052535278;Fixation data;7716;1167
1587052535289;Fixation begin;7710;1180
1587052535300;Fixation data;7714;1175
1587052535310;Fixation data;7720;1170
1587052535322;Fixation data;7726;1171
1587052535333;Fixation data;7728;1171
1587052535344;Fixation data;7725;1169
1587052535355;Fixation data;7722;1169
1587052535367;Fixation begin;7725;1174
1587052535377;Fixation data;7730;1175
1587052535389;Fixation begin;7744;1162
1587052535400;Fixation data;7743;1160
1587052535411;Fixation begin;7739;1147
1587052535423;Fixation data;7732;1144
1587052535433;Fixation begin;7720;1116
1587052535444;Fixation data;7719;1114
1587052535455;Fixation data;7720;1118
1587052535466;Fixation data;7722;1136
1587052535477;Fixation data;7725;1158
1587052535488;Fixation data;7725;1167
1587052535500;Fixation data;7723;1166
1587052535510;Fixation data;7718;1159
1587052535522;Fixation data;7714;1151
1587052535533;Fixation data;7716;1141
1587052535544;Fixation data;7726;1135
1587052535556;Fixation data;7732;1135
1587052535567;Fixation data;7732;1141
1587052535577;Fixation data;7727;1143
1587052535589;Fixation data;7727;1145
1587052535600;Fixation data;7730;1143
1587052535611;Fixation begin;7729;1153
1587052535622;Fixation data;7728;1153
1587052535632;Fixation data;7724;1157
1587052535756;Fixation begin;7699;1115
1587052535766;Fixation data;7709;1110
1587052535777;Fixation data;7713;1107
1587052535800;Fixation begin;7718;1142
1587052535810;Fixation data;7719;1145
1587052535822;Fixation begin;7721;1141
1587052535834;Fixation data;7721;1136
1587052535843;Fixation data;7715;1133
1587052535855;Fixation data;7710;1137
1587052535866;Fixation data;7710;1141
1587052535877;Fixation data;7719;1144
1587052535888;Fixation data;7731;1141
1587052535900;Fixation begin;7736;1129
1587052535911;Fixation data;7730;1126
1587052535921;Fixation data;7721;1124
1587052535933;Fixation data;7713;1123
1587052535943;Fixation data;7713;1121
1587052535955;Fixation begin;7720;1118
1587052535966;Fixation data;7724;1127
1587052535976;Fixation data;7728;1136
1587052535988;Fixation data;7727;1137
1587052535999;Fixation begin;7724;1127
1587052536010;Fixation data;7726;1123
1587052536022;Fixation data;7728;1117
1587052536033;Fixation data;7726;1109
1587052536043;Fixation data;7723;1095
1587052536067;Fixation begin;7727;1123
1587052536077;Fixation data;7732;1135
1587052536110;Fixation begin;7728;1114
1587052536121;Fixation data;7731;1119
1587052536132;Fixation data;7735;1122
1587052536144;Fixation data;7734;1110
1587052536155;Fixation data;7728;1086
1587052536166;Fixation begin;7713;1061
1587052536177;Fixation data;7715;1076
1587052536188;Fixation data;7719;1103
1587052536199;Fixation data;7721;1126
1587052536210;Fixation data;7718;1142
1587052536210;Fixation data;7716;1147
1587052536221;Fixation data;7713;1152
1587052536233;Fixation data;7714;1151
1587052536289;Fixation begin;7593;1681
1587052536310;Fixation begin;7600;1736
1587052536322;Fixation data;7602;1734
1587052536334;Fixation begin;7609;1727
1587052536344;Fixation data;7608;1732
1587052536355;Fixation data;7603;1738
1587052536366;Fixation begin;7593;1732
1587052536377;Fixation data;7592;1727
1587052536388;Fixation begin;7592;1715
1587052536400;Fixation data;7586;1721
1587052536410;Fixation data;7579;1731
1587052536422;Fixation begin;7567;1754
1587052536432;Fixation data;7563;1755
1587052536444;Fixation end;;
1587052536476;Fixation begin;7366;1865
1587052536488;Fixation begin;7346;1833
1587052536500;Fixation data;7343;1836
1587052536510;Fixation data;7340;1838
1587052536521;Fixation begin;7337;1836
1587052536533;Fixation data;7336;1836
1587052536543;Fixation data;7337;1851
1587052536588;Fixation begin;7340;1803
1587052536600;Fixation data;7335;1814
1587052536610;Fixation data;7322;1835
1587052536622;Fixation end;;
1587052536634;Fixation begin;7335;1936
1587052536644;Fixation end;;
1587052536656;Fixation begin;7252;1837
1587052536666;Fixation data;7249;1841
1587052536677;Fixation begin;7254;1872
1587052536688;Fixation end;;
1587052536699;Fixation begin;7277;1980
1587052536710;Fixation data;7256;1942
1587052536721;Fixation begin;7234;1866
1587052536732;Fixation data;7241;1865
1587052536744;Fixation data;7266;1873
1587052536767;Fixation begin;7335;2000
1587052536776;Fixation data;7341;1978
1587052536788;Fixation data;7345;1969
1587052536799;Fixation data;7339;1961
1587052536809;Fixation data;7332;1955
1587052536822;Fixation data;7330;1951
1587052536832;Fixation data;7317;1949
1587052536843;Fixation begin;7284;1947
1587052536855;Fixation end;;
1587052536866;Fixation begin;7254;1858
1587052536876;Fixation data;7256;1842
1587052536888;Fixation data;7257;1830
1587052536899;Fixation data;7252;1832
1587052536909;Fixation begin;7250;1856
1587052536922;Fixation end;;
1587052536933;Fixation begin;7299;1952
1587052536943;Fixation data;7324;1963
1587052536955;Fixation data;7336;1969
1587052536966;Fixation end;;
1587052536977;Fixation begin;7275;1878
1587052536989;Fixation data;7262;1853
1587052537000;Fixation data;7262;1841
1587052537010;Fixation data;7273;1845
1587052537032;Fixation begin;7318;1956
1587052537043;Fixation data;7312;1951
1587052537054;Fixation data;7312;1951
1587052537065;Fixation data;7319;1945
1587052537077;Fixation data;7329;1938
1587052537088;Fixation data;7333;1934
1587052537099;Fixation end;;
1587052537110;Fixation begin;7266;1870
1587052537121;Fixation data;7250;1860
1587052537132;Fixation data;7251;1845
1587052537143;Fixation data;7269;1836
1587052537153;Fixation data;7286;1837
1587052537164;Fixation data;7291;1832
1587052537174;Fixation end;;
1587052537266;Fixation begin;7673;1167
1587052537276;Fixation end;;
1587052537288;Fixation begin;7724;1089
1587052537299;Fixation data;7726;1090
1587052537321;Fixation begin;7713;1090
1587052537332;Fixation data;7710;1089
1587052537333;Fixation data;7707;1088
1587052537343;Fixation data;7703;1085
1587052537355;Fixation data;7699;1080
1587052537366;Fixation data;7696;1075
1587052537376;Fixation data;7694;1077
1587052537388;Fixation data;7693;1086
1587052537399;Fixation data;7695;1085
1587052537410;Fixation data;7702;1075
1587052537421;Fixation data;7712;1070
1587052537432;Fixation data;7721;1076
1587052537443;Fixation data;7727;1072
1587052537455;Fixation begin;7732;1058
1587052537466;Fixation data;7735;1059
1587052537476;Fixation begin;7732;1085
1587052537487;Fixation data;7727;1085
1587052537499;Fixation data;7716;1086
1587052537510;Fixation data;7708;1090
1587052537521;Fixation begin;7701;1100
1587052537532;Fixation data;7698;1100
1587052537543;Fixation data;7700;1096
1587052537555;Fixation data;7705;1091
1587052537565;Fixation begin;7708;1082
1587052537575;Fixation data;7710;1088
1587052537587;Fixation data;7707;1094
1587052537599;Fixation data;7706;1098
1587052537610;Fixation data;7702;1101
1587052537621;Fixation begin;7701;1105
1587052537632;Fixation data;7703;1098
1587052537643;Fixation data;7705;1092
1587052537654;Fixation data;7708;1090
1587052537665;Fixation data;7709;1097
1587052537676;Fixation data;7705;1096
1587052537687;Fixation begin;7700;1079
1587052537699;Fixation data;7698;1077
1587052537709;Fixation data;7695;1079
1587052537720;Fixation begin;7692;1086
1587052537732;Fixation data;7695;1083
1587052537743;Fixation begin;7718;1060
1587052537754;Fixation data;7726;1058
1587052537765;Fixation data;7734;1063
1587052537776;Fixation data;7740;1086
1587052537787;Fixation data;7742;1113
1587052537798;Fixation data;7744;1125
1587052537809;Fixation data;7746;1129
1587052537821;Fixation data;7746;1132
1587052537832;Fixation data;7744;1133
1587052537843;Fixation data;7734;1134
1587052537854;Fixation data;7722;1130
1587052537866;Fixation data;7712;1130
1587052537876;Fixation data;7710;1134
1587052537888;Fixation data;7712;1138
1587052537898;Fixation data;7716;1139
1587052537909;Fixation data;7722;1134
1587052537920;Fixation data;7727;1128
1587052537931;Fixation begin;7737;1123
1587052537942;Fixation data;7744;1129
1587052537953;Fixation data;7754;1141
1587052537965;Fixation data;7756;1149
1587052537975;Fixation data;7748;1152
1587052537987;Fixation data;7743;1151
1587052538021;Fixation begin;7757;1101
1587052538032;Fixation data;7763;1100
1587052538043;Fixation begin;7774;1100
1587052538054;Fixation data;7772;1095
1587052538065;Fixation begin;7763;1089
1587052538076;Fixation data;7758;1100
1587052538087;Fixation data;7755;1117
1587052538098;Fixation data;7751;1126
1587052538108;Fixation data;7750;1126
1587052538120;Fixation data;7746;1123
1587052538131;Fixation data;7736;1123
1587052538153;Fixation begin;7710;1116
1587052538164;Fixation data;7716;1114
1587052538175;Fixation begin;7712;1109
1587052538186;Fixation data;7708;1108
1587052538199;Fixation data;7710;1096
1587052538209;Fixation data;7715;1083
1587052538221;Fixation begin;7715;1075
1587052538232;Fixation data;7710;1080
1587052538242;Fixation data;7708;1085
1587052538254;Fixation begin;7714;1084
1587052538265;Fixation data;7716;1088
1587052538275;Fixation data;7715;1090
1587052538287;Fixation data;7711;1090
1587052538298;Fixation data;7704;1088
1587052538308;Fixation data;7702;1086
1587052538320;Fixation data;7708;1088
1587052538342;Fixation begin;7726;1109
1587052538353;Fixation data;7721;1105
1587052538366;Fixation begin;7706;1087
1587052538376;Fixation data;7706;1083
1587052538387;Fixation data;7710;1085
1587052538397;Fixation data;7712;1090
1587052538408;Fixation begin;7706;1096
1587052538420;Fixation data;7706;1094
1587052538432;Fixation data;7709;1092
1587052538442;Fixation data;7723;1094
1587052538453;Fixation data;7734;1100
1587052538465;Fixation data;7737;1111
1587052538476;Fixation begin;7743;1136
1587052538487;Fixation data;7746;1136
1587052538498;Fixation data;7751;1130
1587052538509;Fixation data;7753;1121
1587052538520;Fixation data;7756;1117
1587052538532;Fixation data;7755;1119
1587052538543;Fixation data;7748;1128
1587052538554;Fixation data;7743;1133
1587052538565;Fixation data;7738;1138
1587052538575;Fixation begin;7725;1136
1587052538587;Fixation data;7720;1134
1587052538599;Fixation data;7723;1124
1587052538608;Fixation data;7729;1117
1587052538620;Fixation data;7733;1115
1587052538631;Fixation data;7737;1114
1587052538642;Fixation data;7734;1101
1587052538653;Fixation data;7732;1091
1587052538664;Fixation data;7730;1093
1587052538686;Fixation begin;7772;1123
1587052538698;Fixation data;7774;1119
1587052538708;Fixation data;7768;1123
1587052538720;Fixation data;7760;1128
1587052538731;Fixation data;7753;1131
1587052538742;Fixation begin;7752;1132
1587052538753;Fixation data;7752;1128
1587052538764;Fixation data;7757;1123
1587052538775;Fixation data;7754;1119
1587052538787;Fixation begin;7746;1119
1587052538798;Fixation data;7745;1120
1587052538809;Fixation data;7749;1124
1587052538819;Fixation data;7754;1129
1587052538831;Fixation data;7757;1131
1587052538842;Fixation data;7756;1133
1587052538853;Fixation begin;7755;1135
1587052538864;Fixation data;7756;1131
1587052538874;Fixation begin;7769;1111
1587052538886;Fixation data;7772;1106
1587052538897;Fixation data;7775;1105
1587052538908;Fixation data;7772;1109
1587052538920;Fixation begin;7754;1115
1587052538931;Fixation data;7752;1121
1587052538941;Fixation data;7754;1129
1587052538953;Fixation data;7762;1134
1587052538964;Fixation data;7764;1130
1587052538975;Fixation data;7759;1121
1587052538986;Fixation data;7750;1111
1587052538997;Fixation data;7745;1102
1587052539008;Fixation data;7744;1085
1587052539020;Fixation data;7746;1076
1587052539031;Fixation data;7744;1080
1587052539041;Fixation data;7740;1098
1587052539053;Fixation data;7736;1113
1587052539064;Fixation data;7736;1116
1587052539075;Fixation data;7735;1113
1587052539086;Fixation data;7734;1115
1587052539097;Fixation data;7737;1116
1587052539109;Fixation begin;7748;1111
1587052539120;Fixation data;7747;1111
1587052539130;Fixation data;7748;1107
1587052539142;Fixation begin;7746;1107
1587052539153;Fixation data;7748;1105
1587052539165;Fixation data;7746;1108
1587052539174;Fixation data;7742;1109
1587052539186;Fixation begin;7733;1099
1587052539197;Fixation data;7731;1095
1587052539208;Fixation begin;7741;1092
1587052539220;Fixation data;7743;1100
1587052539231;Fixation begin;7752;1126
1587052539242;Fixation data;7749;1131
1587052539253;Fixation data;7746;1130
1587052539264;Fixation begin;7754;1120
1587052539275;Fixation data;7756;1119
1587052539286;Fixation data;7764;1124
1587052539297;Fixation data;7760;1141
1587052539308;Fixation data;7734;1159
1587052539319;Fixation data;7707;1165
1587052539331;Fixation begin;7681;1150
1587052539342;Fixation data;7688;1150
1587052539353;Fixation data;7692;1152
1587052539364;Fixation begin;7695;1163
1587052539375;Fixation data;7695;1156
1587052539385;Fixation begin;7696;1141
1587052539397;Fixation data;7701;1133
1587052539408;Fixation data;7707;1129
1587052539419;Fixation data;7708;1131
1587052539430;Fixation data;7704;1132
1587052539441;Fixation data;7698;1128
1587052539452;Fixation data;7693;1121
1587052539464;Fixation data;7693;1117
1587052539474;Fixation data;7698;1122
1587052539486;Fixation data;7704;1132
1587052539497;Fixation data;7703;1143
1587052539508;Fixation data;7696;1149
1587052539519;Fixation data;7689;1150
1587052539531;Fixation data;7686;1144
1587052539542;Fixation data;7698;1128
1587052539563;Fixation begin;7742;1123
1587052539574;Fixation data;7740;1133
1587052539586;Fixation data;7736;1136
1587052539597;Fixation data;7736;1130
1587052539619;Fixation begin;7758;1126
1587052539630;Fixation data;7760;1122
1587052539663;Fixation begin;7763;1124
1587052539674;Fixation data;7764;1123
1587052539685;Fixation data;7761;1114
1587052539697;Fixation begin;7750;1113
1587052539707;Fixation data;7746;1120
1587052539719;Fixation data;7744;1133
1587052539730;Fixation data;7744;1137
1587052539741;Fixation data;7748;1129
1587052539763;Fixation begin;7767;1125
1587052539774;Fixation data;7765;1126
1587052539786;Fixation data;7763;1126
1587052539798;Fixation data;7762;1121
1587052539798;Fixation end;;
1587052539808;Fixation begin;7767;1108
1587052539819;Fixation data;7770;1108
1587052539820;Fixation data;7771;1108
1587052539830;Fixation data;7773;1113
1587052539841;Fixation data;7771;1119
1587052539852;Fixation data;7768;1120
1587052539863;Fixation data;7764;1119
1587052539874;Fixation data;7762;1120
1587052539886;Fixation data;7759;1124
1587052539896;Fixation data;7754;1127
1587052539907;Fixation begin;7746;1111
1587052539918;Fixation data;7744;1104
1587052539930;Fixation data;7746;1099
1587052539940;Fixation data;7753;1112
1587052539952;Fixation begin;7766;1146
1587052539964;Fixation data;7768;1143
1587052539974;Fixation data;7766;1136
1587052539975;Fixation data;7764;1132
1587052539986;Fixation data;7762;1128
1587052539997;Fixation data;7760;1117
1587052540008;Fixation data;7759;1096
1587052540019;Fixation data;7756;1079
1587052540031;Fixation begin;7755;1069
1587052540041;Fixation data;7755;1070
1587052540052;Fixation begin;7760;1072
1587052540063;Fixation data;7755;1078
1587052540073;Fixation data;7750;1090
1587052540085;Fixation begin;7744;1106
1587052540097;Fixation data;7749;1104
1587052540108;Fixation data;7756;1109
1587052540119;Fixation data;7764;1112
1587052540130;Fixation data;7767;1111
1587052540141;Fixation data;7763;1107
1587052540152;Fixation data;7753;1103
1587052540163;Fixation data;7743;1100
1587052540174;Fixation begin;7723;1102
1587052540185;Fixation data;7725;1103
1587052540197;Fixation data;7730;1106
1587052540207;Fixation data;7741;1105
1587052540219;Fixation data;7752;1108
1587052540230;Fixation data;7758;1120
1587052540241;Fixation data;7755;1118
1587052540252;Fixation data;7747;1096
1587052540263;Fixation data;7742;1066
1587052540274;Fixation begin;7752;1020
1587052540285;Fixation data;7758;1020
1587052540298;Fixation data;7764;1026
1587052540307;Fixation data;7765;1030
1587052540308;Fixation data;7765;1030
1587052540319;Fixation data;7767;1032
1587052540330;Fixation data;7770;1029
1587052540341;Fixation data;7772;1024
1587052540352;Fixation begin;7763;1016
1587052540363;Fixation data;7758;1019
1587052540374;Fixation data;7750;1028
1587052540385;Fixation data;7750;1039
1587052540397;Fixation data;7757;1043
1587052540407;Fixation data;7766;1043
1587052540418;Fixation data;7791;1034
1587052540429;Fixation data;7816;1024
1587052540440;Fixation end;;
1587052540552;Fixation begin;7741;1101
1587052540563;Fixation data;7740;1112
1587052540564;Fixation data;7741;1117
1587052540574;Fixation data;7738;1128
1587052540585;Fixation data;7735;1140
1587052540597;Fixation data;7731;1146
1587052540608;Fixation data;7726;1141
1587052540619;Fixation begin;7719;1107
1587052540630;Fixation data;7719;1099
1587052540641;Fixation data;7723;1091
1587052540652;Fixation data;7724;1098
1587052540663;Fixation data;7722;1111
1587052540674;Fixation data;7715;1119
1587052540685;Fixation data;7712;1124
1587052540697;Fixation data;7714;1126
1587052540707;Fixation data;7719;1114
1587052540719;Fixation data;7724;1100
1587052540730;Fixation data;7728;1084
1587052540741;Fixation data;7736;1091
1587052540752;Fixation begin;7748;1117
1587052540764;Fixation data;7744;1128
1587052540774;Fixation data;7739;1134
1587052540786;Fixation data;7735;1125
1587052540796;Fixation begin;7730;1107
1587052540807;Fixation data;7726;1108
1587052540819;Fixation begin;7721;1116
1587052540830;Fixation data;7723;1117
1587052540840;Fixation data;7726;1108
1587052540851;Fixation data;7724;1104
1587052540863;Fixation data;7720;1101
1587052540873;Fixation begin;7705;1127
1587052540885;Fixation data;7700;1149
1587052540896;Fixation end;;
1587052540930;Fixation begin;7279;1799
1587052540941;Fixation data;7281;1822
1587052540952;Fixation end;;
1587052540963;Fixation begin;7350;1925
1587052540974;Fixation end;;
1587052540985;Fixation begin;7288;1835
1587052540997;Fixation data;7275;1831
1587052541007;Fixation data;7275;1836
1587052541018;Fixation end;;
1587052541029;Fixation begin;7325;1932
1587052541040;Fixation data;7304;1888
1587052541051;Fixation data;7293;1851
1587052541063;Fixation data;7291;1839
1587052541073;Fixation end;;
1587052541107;Fixation begin;7299;1879
1587052541118;Fixation begin;7282;1831
1587052541129;Fixation data;7280;1831
1587052541140;Fixation data;7272;1839
1587052541151;Fixation begin;7259;1865
1587052541164;Fixation data;7252;1868
1587052541174;Fixation data;7241;1870
1587052541185;Fixation data;7232;1868
1587052541196;Fixation data;7238;1859
1587052541207;Fixation begin;7257;1844
1587052541218;Fixation data;7258;1845
1587052541229;Fixation begin;7245;1858
1587052541240;Fixation data;7237;1860
1587052541251;Fixation data;7231;1861
1587052541263;Fixation data;7234;1858
1587052541273;Fixation data;7243;1854
1587052541285;Fixation begin;7246;1852
1587052541296;Fixation data;7241;1847
1587052541307;Fixation data;7242;1841
1587052541318;Fixation data;7262;1824
1587052541329;Fixation end;;
1587052541373;Fixation begin;7689;1138
1587052541385;Fixation data;7693;1135
1587052541396;Fixation data;7698;1134
1587052541407;Fixation data;7699;1133
1587052541418;Fixation data;7693;1130
1587052541430;Fixation data;7686;1122
1587052541440;Fixation data;7679;1111
1587052541451;Fixation data;7673;1102
1587052541474;Fixation begin;7679;1091
1587052541485;Fixation data;7680;1093
1587052541496;Fixation data;7677;1103
1587052541506;Fixation data;7671;1116
1587052541518;Fixation begin;7660;1135
1587052541529;Fixation data;7657;1135
1587052541541;Fixation begin;7653;1128
1587052541551;Fixation data;7653;1125
1587052541562;Fixation data;7656;1122
